start	end	text
512080	514740	Dependendo do dia em que você nasceu, o seu signo.
514760	517020	E o danado é que tem crente que vê o horóscopo.
517060	518300	Não é isso que me deixa nervoso.
518640	521080	Tem crente que vai ver ainda esse negócio.
521880	528520	Mas Deus, pela sua palavra, ele traz a existência, esse cosmos maravilhoso,
530000	532840	para orientar, para fazer a divisão do dia e da noite,
532900	534860	para regular todas as coisas.
535040	538640	Ele diz aqui, Moisés fala, que Deus tinha três objetivos.
538640	540920	Quando ele cria os luzeiros.
540980	543800	Primeiro, separar e assim governar dia e noite.
544540	546340	Iluminar a terra de dia e de noite.
546620	552020	E servir de sinais para marcar estações, dias e anos.
552200	556660	Isso aqui é a base que mais adiante Moisés vai ter,
556740	558480	quando ele diz ao povo de Israel,
558620	561460	Deus mandou que você guarde um determinado dia.
561660	563960	Que você guarde a festa da lua nova.
564080	567820	Que você guarde essas festas aqui, de acordo com o calendário.
568640	574660	Então, ao fazer essas luzes e ao ordenar o tempo,
574760	577420	a sequência de dias e anos e estações,
577480	580600	Deus estava também preparando o homem, mais adiante,
580600	582320	para o calendário litúrgico.
582520	585200	O calendário litúrgico da nação de Israel.
585400	587860	Onde eles tinham que guardar determinados dias,
587940	591800	exatamente para lembrar a origem de todas estas coisas
591800	595200	e o poder de Deus sobre as estações e sobre o tempo.
595400	597720	E sobre o tempo, especificamente.
598640	600260	Tudo se fez, Moisés diz aqui,
600460	603800	e tudo aconteceu exatamente como Deus diz.
603960	606480	Porque Ele fala e não tem questionamento.
606740	610500	A palavra de Deus, ela comanda de maneira irresistível.
610600	611820	Ele falou e tudo aconteceu.
612160	613760	E Deus então avalia.
613960	616120	E Ele viu que o que tinha feito era bom.
616460	618540	Bom porque é de acordo com o seu propósito.
618640	621660	Bom porque está preparando o universo para a chegada do homem.
621900	624820	Bom porque tem a sua finalidade cumprida.
625440	628300	E aí Moisés diz, termina o quarto dia.
628640	631680	Houve tarde e manhã do quarto dia.
631860	633440	Duas observações breves aqui.
633960	635700	Não sei se vocês perceberam,
635720	638300	mas diferente do que aconteceu antes,
638480	641520	Deus não dá nome aos luzeiros.
641740	645220	Ele simplesmente chama o luzeiro maior para governar o dia
645220	648200	e o luzeiro menor para governar a noite.
648380	649620	E fez as estrelas.
651000	654900	Nos dias anteriores, Ele deu nome às coisas que Ele criou.
654960	656540	Mas aqui Ele nem nomeia.
656620	657680	Talvez a razão seja,
657680	663500	porque o sol e a lua eram as principais divindades adoradas no Egito.
663640	668060	O sol era o deus Ra e a lua era a deusa Thoth.
668280	672020	Então talvez por isso Moisés nem menciona,
672020	673600	Deus nem nomeia os dois.
673760	677260	Como se dissesse assim, são meras criaturas.
677720	681520	Lá no Egito vocês adoravam coisas que Deus nem nomeou.
681580	685480	Deus nem deu nome só para mostrar que são criaturas.
685540	686580	As estrelas.
687240	689900	Eram vistas pelos povos pagãos, eu já mencionei,
689900	691520	como aquilo que determinava o destino.
694140	698600	Hoje, horóscopo, consultar as estrelas ou astrologia,
698600	700060	que também é uma coisa muito popular,
700260	703020	especialmente no meio do povo brasileiro, que é muito místico.
703100	706740	É como se Deus dissesse, as estrelas não controlam a vida de vocês.
707540	711520	Eu criei pela minha palavra para marcar as estações,
711560	713700	para guiar o tempo, orientar o tempo.
713780	715920	Não tem nada a ver, não tem influência nenhuma.
716580	719020	Na vida de vocês, como vocês aprenderam lá no Egito.
719460	724300	Uma segunda observação aqui, é que do ponto de vista bíblico,
724300	726480	a Terra é o centro do universo.
727920	734960	Deus criou a Terra e só depois que Ele criou Sol, Lua, Estrela, Planeta, Cometa,
734960	738840	bilhões de planetas e estrelas para iluminar o firmamento.
739740	742040	Só para pintar o firmamento.
744600	745840	Teologicamente falando,
745840	748100	o centro do universo é a Terra.
748220	750780	Claro que cientificamente falando, evidentemente que não.
750960	756080	Nossa Terra é um planetinha que gira em torno de uma estrela gigantesca,
756080	762260	e que é apenas um grão de areia comparado com outras estrelas enormes,
762260	765440	que estão distantes de nós, a uma distância inimaginável.
765980	768680	Mas lembra que eu digo sempre, o que eu falei aqui,
768780	773420	para você entender Gênesis, você tem que entendê-lo da perspectiva do observador.
773760	775720	Gênesis foi escrito dessa maneira.
776240	778220	Então, para quem está na Terra,
778900	782840	todas as estrelas, todo o vasto cosmos foi criado por Deus
782840	785580	para embelezar o dia e a noite do homem,
785700	787980	que é a coroa da sua criação.
788720	790240	A coroa da sua criação.
790420	791960	E é assim que a gente deve viver.
792280	795460	Sem desprezar, é claro, os avanços maravilhosos
795460	798280	que nos permitem conhecer a vastidão do universo de Deus,
798340	801480	mas toda vez que a gente olha para a vastidão do universo de Deus,
801620	805240	a gente diz assim, que maravilha do poder de Deus,
805240	807700	que variedade, que poder extraordinário,
807700	809600	que sabedoria fez tudo isso
809600	812860	só para fazer com que minha noite fosse estrelada.
813700	817300	Só para que eu pudesse namorar a luz da lua.
817960	821620	Só para que eu pudesse curtir a natureza durante um sol bonito.
822660	825060	Deus fez tudo isso pensando em nós.
825700	827260	Tudo isso pensando em nós.
827660	829080	Vamos para o quinto dia.
829200	832340	Está aí do verso 20 até o verso 23.
834640	835920	E Deus disse,
835920	840100	Que as águas sejam povoadas de enxames de seres vivos,
840100	841800	e que as aves voem sobre a terra,
841940	843360	sob o firmamento dos céus.
844000	847120	Assim Deus criou as grandes criaturas marinhas,
847280	849680	e todos os seres vivos que se movem,
849700	852800	os quais povoam as águas segundo as suas espécies,
852880	854980	e todas as aves segundo as suas espécies.
855220	857420	E Deus viu que isso era bom,
857600	859560	e Deus os abençoou, dizendo,
859800	863940	Sede fecundos, multiplicem-se e encham as águas
863940	868060	dos mares, e na terra se multipliquem as aves.
868120	870860	Houve tarde e manhã o quinto dia.
871120	875680	Aqui no quinto dia, Deus cria os seres aquáticos e as aves.
875680	879360	Mais uma vez, somente pela sua palavra.
879680	882300	Ele determina e eles aparecem.
882600	885860	Moisés aqui classifica a vida que foi criada
885860	889200	em primeiro, seres que se movem nas águas.
889400	891500	É uma descrição muito vasta,
891500	894540	que incluiria desde peixe até camarão,
894560	897320	água-viva, golfinho, baleia,
897340	900320	todo ser vivo que cruza pelas águas.
900320	902920	Água dos mares, dos rios, dos lagos,
902960	905540	tudo foi criado ali pela palavra de Deus,
905580	907880	como enxames, mais literalmente,
907980	909680	enxames de seres vivos.
910700	913280	E ele também menciona, curiosamente aqui,
913360	915980	uma expressão que tem dado dor de cabeça para os intérpretes.
916060	918200	As grandes criaturas marinhas.
918860	920620	Na mitologia dos cananeus,
920620	925100	aquele povo que habitava a terra onde Israel ia morar,
925160	928840	os cananeus eram os temidos dragões do mar,
929560	932200	que eram inimigos do deus Baal,
932220	933580	que era o deus da fertilidade.
933780	937400	Baal estava o tempo todo brigando com os dragões do mar.
938620	941880	E os autores bíblicos, curiosamente,
941880	944620	não só Moisés aqui, mas também Isaías,
944680	946740	o livro dos Salmos e no livro de Jó,
946860	950600	eles usam essa terminologia que os pagãos usavam,
950600	952040	para descrever esses seres.
952700	956660	Então, lá no Salmos 74, versos 13 a 14,
956960	960900	o salmista fala dos monstros marinhos e do leviatã,
961700	963480	que ninguém sabe que bicho é.
963940	967020	Ninguém sabe quem são os monstros marinhos e nem o leviatã.
968320	972100	Isaías, no capítulo 27 do seu livro, no verso primeiro,
972300	976420	ele fala que Deus vai ferir a cabeça do dragão,
976420	979900	do monstro, da serpente veloz e sinuosa,
979900	980720	que mora no mar.
981440	982920	Que bicho era esse?
983040	985100	As hipóteses estão abertas para hipóteses.
985420	985960	Dinossauros?
986280	990160	Alguns acham que aqui é referência aos primeiros dinossauros.
990880	991420	Baleia?
992060	992600	Tubarões?
992960	994400	Alguma espécie extinta?
994560	995420	Não sabemos.
996040	1000260	Mas o ponto é que o que quer que seja esse bicho,
1000340	1002060	esse monstro, esse leviatã,
1002180	1004040	ele foi criado por Deus.
1004140	1006160	Ele não está em conflito com Deus,
1006240	1008080	como na mitologia pagã,
1008080	1010800	que os dragões do mar enfrentavam o Deus Baal.
1011340	1011820	Não.
1012080	1015820	Eles estão debaixo de Deus e debaixo do poderio de Deus.
1015980	1018680	Eles foram criados por Deus e estão sujeitos a Ele,
1018740	1020220	não em revolta contra Ele.
1020340	1022660	Dessa forma, Deus, então, enche as águas.
1023320	1027300	Ele enche as águas de enxames de seres vivos de todo tipo.
1027800	1029640	Em seguida, Ele enche o firmamento.
1029640	1031900	E dessa feita, com outro tipo de ser vivo,
1032040	1033880	que é chamado aqui de aves.
1034000	1036080	Elas deveriam voar sobre a terra
1036080	1038360	e debaixo do firmamento do céu.
1038960	1043840	Peixes, seres vivos, enxames de seres vivos aquáticos
1043840	1046080	e agora também as aves,
1046100	1049080	enchendo a água e enchendo o firmamento
1049080	1052500	que foram criados e separados poucos dias antes.
1052920	1054780	E diz aqui que Deus os abençoou.
1054940	1060480	E abençoar aqui significa dar a capacidade de reproduzir.
1060640	1064240	Ele determinou que os seres vivos que estavam nas águas
1064240	1065640	se multiplicassem,
1066080	1067020	enchessem as águas.
1067220	1070280	Deus os cria já com poder de reprodução
1070280	1073200	para que eles não tenham que todo dia criar de novo.
1073460	1078240	Ele já cria inserindo no próprio DNA,
1078440	1081000	na própria genética dos seres que Ele criou,
1081080	1083240	a capacidade de se reproduzir.
1085200	1089180	E a mesma coisa Ele fez com as aves.
1089460	1092180	Ele manda que elas também se multipliquem,
1092200	1094900	que encham e voem sobre a terra,
1094900	1096880	enchendo todo o firmamento.
1097260	1102820	E Deus os cria, Moisés diz aqui, segundo as suas espécies.
1103700	1105940	Peixe é peixe, ave é ave.
1106080	1107940	Eles não têm um ancestral comum,
1108160	1110280	se você vai ler o livro de Gênesis,
1110280	1111580	conforme está escrito aqui.
1111700	1113980	Se você recebe o livro de Gênesis como histórico,
1114140	1116720	ave é uma coisa e peixe é outra.
1116940	1120540	Não são originados de um ancestral comum,
1120780	1123060	como se quer dizer por aí.
1123060	1126660	Mas eles foram criados segundo as suas espécies.
1126900	1129460	E é claro que esse mesmo Deus que criou
1129840	1134440	os primeiros seres vivos do mar e do ar
1134940	1137940	e os dotou com capacidade de reprodução,
1138000	1141300	também os dotou com capacidade de adaptação.
1141640	1144340	Porque dentro da mesma espécie,
1144460	1146700	esses seres, eles se adaptaram
1146700	1150260	e eles fizeram variações e alterações entre si,
1150300	1152420	coisa que nós chamamos de microevolução.
1152420	1155380	E contra o que nós não temos o menor problema.
1155560	1158580	É claro que existe adaptação entre as espécies.
1158700	1161640	É claro que existem mudanças com o decorrer do tempo
1161640	1164960	nas espécies, mas elas sempre são espécies.
1165640	1169280	Ave sempre foi ave e peixe sempre foi peixe.
1169680	1172720	Embora haja essa variedade enorme,
1173160	1175020	que nós nem temos ideia,
1175060	1177780	dentro dessas espécies que foram criadas por Deus.
1177880	1181420	Mas isso já faz parte da riqueza e do poder.
1181420	1183860	Da sabedoria de Deus.
1183960	1186420	Deus termina dizendo que a sua criação,
1187240	1190000	ele diz aqui, Deus viu o que tinha feito
1190000	1191700	e eis que era bom.
1192980	1195560	Bom porque está cumprindo o seu propósito,
1195620	1197860	bom porque Deus está preparando a casa
1197860	1199300	para a chegada da estrela,
1199320	1203000	a chegada daquele que é realmente a razão
1203000	1205500	pela qual ele está fazendo todas estas coisas.
1205980	1209180	E assim termina o quinto dia, diz aí o verso 23,
1209380	1210740	houve tarde e manhã,
1210740	1213760	o dia quinto, o quinto dia.
1213940	1216080	E nós vamos agora para o sexto dia.
1216560	1220520	Nesse dia Deus cria os animais e ele cria o homem.
1220740	1222820	Vamos começar com a criação dos animais,
1222820	1224960	verso 24 ao verso 25.
1225640	1229540	E Deus disse que a terra produz a seres vivos
1229540	1230800	conforme a sua espécie.
1231520	1234000	Animais domésticos, animais que rastejam
1234000	1236480	e animais selvagens segundo a sua espécie.
1236640	1237580	E assim aconteceu.
1237580	1241660	E Deus fez os animais selvagens segundo a sua espécie
1241660	1244420	e os animais domésticos conforme a sua espécie
1244420	1248500	e todos os animais que rastejam sobre a terra segundo a sua espécie.
1248700	1251640	E Deus viu que isso era bom.
1251920	1254700	Aqui nós temos o relato da criação dos animais
1254700	1258560	que são trazidos à existência somente pela palavra de Deus.
1258740	1260600	Eles são produzidos da terra.
1260840	1262600	Produza a terra, diz Deus.
1262740	1265520	E da terra brotam os primeiros animais.
1265520	1267920	Deve ter sido uma visão extraordinária.
1268580	1272060	Aqueles animais belíssimos brotando da terra
1272060	1274520	conforme Deus havia determinado.
1275200	1277440	A gente não tem ideia de como isso aconteceu.
1277660	1281480	Mas há essa ligação da vida animal com a terra.
1281760	1285400	Deus os cria, pela sua palavra, produzidos da terra
1285400	1289240	como as plantas que foram também criadas da terra no dia anterior.
1290180	1293520	Deus cria essa vida animal com uma grande variedade.
1293520	1294800	Chama de seres vivos.
1294800	1297720	E aqui essa descrição dos seres vivos
1297720	1301520	é a descrição de um pastor nômade do Antigo Oriente.
1302180	1304760	Que não conhece todas as espécies.
1305000	1305720	Não sabe.
1305820	1307780	Então ele vai descrever aquilo que ele conhece.
1307840	1309420	Ele está descrevendo aquilo que ele conhece.
1309460	1311260	Então ele chama de animais domésticos.
1311380	1313780	Que provavelmente se refere ao gado.
1313800	1315920	E aqui tem ovelha, cabra, boi.
1316120	1319600	Inclui cavalo, inclui camelo, inclui cães.
1320020	1322540	Interessante que o gato nunca é mencionado na Bíblia.
1322560	1324500	Para desespero de dono de gato aqui.
1324500	1325340	Que gosta de gato.
1325800	1327680	Eu também gosto de gato.
1327840	1330400	O gato que eu mais gosto é o chinês.
1330520	1331360	Que mora na China.
1331680	1332860	Então está lá e eu aqui.
1333400	1336640	Mas é interessante que na Bíblia não tem a palavra gato.
1336680	1339920	Talvez porque fosse uma das divindades do Egito.
1340320	1342580	Os egípcios adoravam o gato.
1342800	1344520	E era um animal sagrado.
1344540	1345660	Mas nem menciona aqui.
1345820	1347820	De qualquer forma também não menciona o cachorro.
1349020	1351500	O argumento aqui é só ilustrativo.
1352180	1353800	Não pode ser levado a ferro e fogo.
1353800	1355200	Mas animais domésticos.
1355200	1357020	Aqueles que coabitam com o homem.
1357520	1359000	Servem ao homem de maneira próxima.
1359100	1362220	Depois ele menciona animais que rastejam pelo chão.
1362460	1365520	E aí tem répteis, roedores, lagartixa.
1365660	1367520	Cobra, inseto, escorpião.
1367600	1368880	É muito grande.
1369160	1371800	O conhecimento é claro de Moisés.
1371940	1373280	Ele era limitado.
1373280	1376400	Como um pastor nômade daquela região.
1376700	1379320	Ele está descrevendo de acordo com o que ele conhecia.
1379500	1381280	E os animais selvagens.
1381660	1382340	Carnívoros.
1382340	1384760	Como leões, leopardos.
1384760	1385520	E outros não.
1385580	1388240	Como os veados, corças, gazelas.
1388280	1390640	Que eram tão populares ali naquela região.
1390760	1392540	A lista não é exaustiva, é claro.
1392740	1394940	E nós não sabemos como encaixar alguns.
1395300	1396800	Por exemplo, tem animais.
1397160	1399080	Tem gatos que são domésticos.
1399080	1400480	E gatos que são selvagens.
1400680	1402440	Tem cães que são selvagens.
1402460	1403540	E cães que são domésticos.
1403660	1405140	Então como encaixar aqui nessa lista?
1405240	1405900	A gente não sabe.
1406060	1407320	Ela não é exaustiva.
1407460	1411060	Ela pretende apenas dizer que todo ser vivo.
1411060	1412640	Que há.
1412740	1414780	Ele foi criado pelo poder de Deus.
1414860	1416700	Foi criado segundo as suas espécies.
1416780	1419600	Foi criado segundo essa classificação geral.
1419700	1422500	Nessa taxonomia antiga oriental.
1422520	1423980	De animais selvagens.
1424000	1425020	Animais domésticos.
1425020	1426200	E animais que se arrastam.
1426300	1428740	Antes ele tinha falado de seres que vivem nas águas.
1428820	1430340	As aves que voam pelos céus.
1430460	1434820	É a classificação da vida do antigo oriente.
1434980	1438180	Era assim que um observador faria essa descrição.
1438320	1439880	Deus os cria mais uma vez.
1439880	1440960	Segundo a sua espécie.
1441020	1443240	Com capacidade de reprodução.
1444360	1448100	E com capacidade de variação e adaptação.
1448180	1451180	Nós temos muitos tipos de cachorros.
1451400	1451900	Claro.
1452040	1455600	Deus não criou todos os tipos de uma vez só.
1455800	1458420	Ele criou os primeiros.
1458640	1460300	Eles se desenvolveram.
1460320	1461100	Se adaptaram.
1461480	1462820	Mudaram com o tempo.
1463760	1464920	É o que a gente chama.
1464940	1466680	Já falamos da microevolução.
1466700	1467320	Contra o quê?
1467340	1468040	Não tem nenhum problema.
1468040	1469840	Deus viu o que tinha criado.
1469860	1471640	E disse que era bom.
1471920	1474540	E assim não termina o dia.
1474740	1477840	Porque ainda tem alguma coisa que precisa ser feita.
1477960	1479820	E agora chegou o clímax da narrativa.
1480320	1482400	Quando ainda no sexto dia.
1482840	1484740	Deus resolve criar um ser.
1485460	1487780	Diferente de tudo que ele tinha criado até agora.
1488940	1490900	Vamos ler do verso 26 a 31.
1492520	1493560	E disse Deus.
1493900	1496100	Façamos o ser humano a nossa imagem.
1496400	1497940	Conforme a nossa semelhança.
1498040	1500440	Tenha ele domínio sobre os peixes do mar.
1500500	1501700	Sobre as aves dos céus.
1501740	1503100	Sobre os animais domésticos.
1503100	1504040	Sobre toda a terra.
1504320	1507780	E sobre todos os animais que rastejam pela terra.
1508320	1510600	Assim Deus criou o ser humano a sua imagem.
1510840	1512140	A imagem de Deus o criou.
1512340	1513680	Homem e mulher os criou.
1513880	1515300	E Deus os abençoou.
1515300	1515780	E lhes disse.
1515840	1516740	Sejam fecundos.
1517180	1517780	Multipliquem-se.
1517840	1518620	E encham a terra.
1518880	1519440	Sujeitem-na.
1519680	1521760	Tenham domínio sobre os peixes do mar.
1521840	1522940	Sobre as aves dos céus.
1523020	1525100	Sobre todo animal que rasteja pela terra.
1525380	1526440	E Deus disse ainda.
1526740	1527820	Eis que lhes tenho dado.
1527820	1530300	Todas as ervas que dão semente.
1530300	1532460	E se acham na superfície de toda a terra.
1532680	1535700	E todas as árvores em que há fruto que dê semente.
1535780	1537440	Isso servirá de alimento para vocês.
1537720	1539680	E para todos os animais da terra.
1539840	1541060	Todas as aves do céu.
1541160	1543400	E todos os animais que rastejam sobre a terra.
1543520	1544960	Em que há fôlego de vida.
1545320	1547920	Toda erva verde lhes servirá de alimento.
1548180	1549200	E assim aconteceu.
1550120	1552220	Deus viu tudo o que havia feito.
1552360	1555000	E eis que era muito bom.
1555460	1557160	E houve tarde e manhã.
1557160	1558480	O sexto dia.
1558840	1560880	Aqui Deus resolve criar um ser.
1561480	1565380	Completamente diferente de todos os que ele havia criado até agora.
1565980	1568420	E pela primeira vez ele fala no plural.
1569820	1571000	Tudo antes é.
1571020	1571660	Deus disse.
1571760	1572200	Deus disse.
1572260	1574420	Dez vezes aparece nesse texto todo.
1574540	1575140	Deus disse.
1576260	1579360	Mas agora pela primeira vez aparece a expressão.
1579660	1580300	Façamos.
1580560	1581400	No plural.
1583140	1586080	Várias explicações têm sido dadas pelos estudiosos.
1586080	1588240	Primeiro isso aqui é um plural de majestade.
1588720	1591920	É um recurso retórico gramatical.
1592500	1594080	Você vê as vezes alguns deputados.
1594620	1596360	Algumas pessoas públicas dizendo assim.
1596760	1600300	Nós queremos nessa noite agradecer.
1600320	1601000	Falando no plural.
1601320	1604160	Porque sua pessoa é tão majestosa que é mais do que um.
1604320	1604720	Nós.
1605240	1609160	Fala com majestade como se ele fosse corporativo.
1609640	1614360	Então alguns acham que Moisés usou esse tipo de retórica para falar.
1614360	1615760	Mas por que só aqui então.
1616240	1617860	Deus já tinha dez vezes.
1617960	1618920	Deus disse.
1620820	1622220	Por que no singular.
1622320	1623100	Porque não no plural.
1623400	1624080	Antes também.
1624200	1625940	Porque só aqui quando ele vai criar o homem.
1626740	1628800	Segunda opção é que ele está falando com os anjos.
1629020	1630420	No conselho de anjos.
1630580	1631800	Mas aí não faz sentido dizer.
1632000	1634640	Façamos o homem a nossa imagem e semelhança.
1634700	1636840	O homem não é imagem e semelhança dos anjos.
1637900	1639520	Então não se refere aos anjos.
1639760	1644020	O mais provável é que nós temos aqui já uma indicação ainda que sutil.
1644020	1647000	Da pluralidade de pessoas que há em Deus.
1647120	1649000	E que já foi indicado no verso 2.
1649060	1653060	Quando disse que o espírito de Deus pairava sobre as águas.
1653100	1653580	Verso 1.
1653620	1654260	Deus criou.
1654360	1655080	Verso 2.
1655180	1657720	O espírito de Deus pairava sobre as águas.
1658080	1660680	A Moisés já vem dando aqui.
1660720	1661380	Aqui e acolá.
1662080	1663120	Algum reflexo.
1663120	1664800	De que no ser de Deus.
