start	end	text
433690	436290	sempre se referem ao Pentateuco como sendo
436290	439470	a lei de Moisés ou o livro de Moisés.
439730	440850	Dezenas de vezes.
441190	445310	E outras expressões semelhantes sempre atribuindo a Moisés
445310	448850	a autoria dos cinco primeiros livros da Bíblia, Gênesis inclusive.
450030	455290	O Senhor Jesus Cristo considerava que foi Moisés quem escreveu
455290	456710	os primeiros cinco livros.
456930	460970	Ele se refere a dezenas de passagens do Pentateuco,
460990	464030	como tendo sido autoradas por Moisés.
464430	467630	Por exemplo, ele se refere às leis de pureza,
467630	469390	como tendo sido escritas por Moisés.
469670	473330	Ele diz que a lei foi Moisés que deu a lei do divórcio.
473430	476410	Ele diz que foi Moisés que escreveu os dez mandamentos.
476830	480770	Ele diz que foi Moisés que escreveu aquele episódio
480770	483570	da sarça ardente que está no livro de Êxodo.
483710	486550	Ele disse que Moisés escreveu sobre ele,
486630	489990	Moisés escreveu sobre mim, está se referindo ao Pentateuco.
489990	493290	Então não há dúvida de que o Senhor Jesus cria,
493690	497130	que foi Moisés quem escreveu o livro de Gênesis
497130	498710	e os quatro livros que vêm depois.
499150	502090	Na mesma toada foram os discípulos de Jesus,
502230	506070	os primeiros cristãos, não somente judeus como gentios,
506210	509490	mas eles também consideravam que Moisés é o autor
509490	512470	dos cinco livros da Torá, do Pentateuco.
513130	516990	Para nós é essencial que nós mantenhamos isso,
517150	519970	porque se Moisés não é o autor,
519970	522270	de Gênesis e do Pentateuco,
522370	526170	então os demais autores bíblicos estão equivocados
526750	529270	quando atribuem a ele autoria e o pior,
529370	531230	Jesus também está enganado,
531250	534710	porque várias vezes Jesus diz que foi Moisés que escreveu.
534730	538190	Se não foi Moisés que escreveu, Jesus se equivocou nesse ponto.
538350	540050	E se ele se equivocou nesse ponto,
540230	542470	quem garante que ele não se equivocou nos outros?
543070	546990	E aí a credibilidade de toda a escritura está em jogo.
547230	549950	Por isso que a autoria de Moisés é em jogo.
549970	550930	É importante para nós.
552870	557550	Moisés escreveu esses cinco livros, Gênesis, a Deuteronômio,
557610	561290	durante os quarenta anos que Israel permaneceu no deserto.
561350	562390	Foram quarenta anos.
562750	565310	Quarenta anos de peregrinação, de viagens,
565750	568390	onde Deus revelou-se à nação de Israel,
568650	572570	sustentou aquele povo durante quarenta anos com pão caído do céu,
572690	575970	fez sinais e prodígios e estabeleceu a autoridade de Moisés.
576950	577990	Nós temos...
580350	584830	convicção bem clara de que, pelo menos o livro de Deuteronômio,
584890	588890	ele foi escrito às vésperas da entrada na Terra Prometida.
589730	592770	Moisés já sabia que não ia entrar na Terra Prometida
592770	596330	e ele fez vários discursos, cinco discursos,
596330	600010	ali nas planícies de Moabe, à beira do Rio Jordão.
600010	601730	Do outro lado estava a cidade de Jericó.
602050	605910	Ele fez cinco grandes discursos que compõem o livro de Deuteronômio,
605990	609090	preparando o povo para entrar na Terra Prometida.
609090	610770	É chamado de Deuteronômio,
610850	613310	é uma combinação de duas palavras gregas,
613310	616890	que significa repetir a lei ou a lei de novo,
617050	620150	onde Moisés repete tudo o que ele disse de Gênesis
620150	623330	até o livro de Levítico.
623630	626670	Então, ali, prestes a entrar na Terra Prometida,
626670	629190	quando todo o povo estava se preparando
629190	632230	para atravessar o Jordão e entrar na Terra Prometida.
632450	634990	É nessa ocasião que ele escreve o último livro,
635090	638070	Gênesis tendo sido escrito um pouco antes também.
639090	642570	Com que propósito, então, Moisés teria tido o trabalho
642570	645950	de escrever esses cinco livros no deserto,
646770	650550	preparando-o às vésperas do povo entrar na Terra Prometida?
650670	654050	Nós podemos pensar em várias razões sem entrar na questão divina
654050	657090	de que o plano de Deus era que tudo isso ficasse registrado
657650	660410	para toda a história, para nós hoje que estamos aqui.
660690	662850	Mas sem entrar nessa perspectiva divina,
662930	666350	quais seriam, humanamente falando, as razões pelas quais
666350	668110	Moisés teria escrito esse livro?
668110	673710	Primeiro, ele queria reorientar a visão de mundo dos israelitas.
673910	678570	Os filhos de Abraão tinham passado 400 anos no Egito
678890	681270	e lá eles tinham adorado outros deuses,
681430	685110	eles tinham aprendido a ver o mundo como os egípcios viam,
685230	687330	eles tinham adorado a natureza,
687350	689570	eles tinham perdido o conceito de Deus.
689870	692410	Quando Moisés foi lá dizer para eles
692410	696670	o Deus dos seus pais me mandou aqui, quem é esse Deus?
698110	702850	Os israelitas foram durante 400 anos reorientados
702850	706090	a pensar de uma maneira diferente daquela de Abraão, Isaac e Jacó.
706330	709130	Então era preciso que eles tivessem por escrito,
709410	712750	um relato por escrito da origem da fé deles,
712890	716910	como tudo começou, quem é Deus, a aliança de Deus com os seus pais,
717110	720090	as promessas que Deus tinha feito para eles, a lei de Deus,
720170	721610	era preciso dar tudo isso.
723110	724830	Reorientar a visão daquele povo.
725030	725450	Segundo,
726570	729910	Moisés quer explicar a origem de certas leis
729910	732470	que com certeza pareceriam muito estranhas
732470	736850	para aquele povo que tinha passado tanto tempo no Egito.
737830	740230	Por exemplo, por que guardar o sábado?
740450	741410	Nós vamos ler.
741450	744190	Porque Deus criou o mundo em seis dias e descansou no sétimo.
744350	746450	Ou por que ser fiel no casamento?
746450	748790	Porque Deus só criou um homem e só criou uma mulher.
749010	751890	Não criou dois homens e uma mulher, nem uma mulher e dois homens.
751950	755430	Ele criou o primeiro casamento,
755430	755870	um casal.
755890	758810	Então essa é a razão pela qual não adulterarás.
759590	761670	Por que tem pena de morte?
761910	764690	Porque Deus fez o homem a sua imagem e semelhança.
764770	766570	E Deus zela pela vida.
766870	768110	Deus é pró-vida.
768550	773810	Por que é proibido adorar a Deus através de imagens?
774230	778670	Nós durante 400 anos adoramos lá no Egito através de imagens.
778690	779990	Por que agora essa proibição?
780310	782130	Porque Deus é espírito.
782130	783510	Ele não é a natureza.
783590	785410	Ele já existia antes de tudo.
785410	787550	Ele é que criou todas as coisas.
787650	790150	Você não pode adorar a natureza em vez de adorar o Criador.
790710	794650	Então a origem de todas as leis está no livro de Gênesis.
794950	797090	Por que é que Deus deu essas leis?
797570	799030	Qual o sentido delas?
799030	800110	Qual o propósito delas?
800270	802590	E também havia uma outra questão que era importante.
803070	806930	Qual é a base moral para a gente invadir essa terra,
807150	810470	matar esse povo e tomar conta dessa terra?
810690	812230	Nós vamos saquear esse povo.
812550	815110	São sete nações que estão em Canaã.
815110	817790	E Deus está mandando que a gente vá lá,
818370	821210	destrua essas nações e se aposse da terra deles,
821410	823150	da riqueza deles, das vinhas.
823310	824010	Por que isso?
824450	827010	Porque Deus criou a terra.
827250	829230	Ele criou tudo o que existe.
829410	831190	Portanto, Ele dá a quem Ele quer.
832290	834910	Ele pode fazer da terra o que Ele quiser.
835110	837370	Por isso Ele está dando a vocês essa terra.
838050	840210	É dEle para Ele dar a quem Ele quiser.
840370	843870	A escritura do universo está na mão de Deus.
843970	845090	Ele dá a quem Ele quer.
845090	848030	E, além do mais, como Ele é o Criador do homem
848030	849550	e porque o homem caiu,
849910	852450	Deus se reserva o direito de julgar as nações,
852530	853810	de castigar as nações.
853810	856550	E vocês vão entrar como instrumento do juízo de Deus
856550	859370	contra esses povos que se desviaram Dele.
860070	862850	Era preciso explicar aos israelitas qual é a base moral
863850	866210	pela qual eles iam entrar ali naquela terra
866210	868210	e destruir todas aquelas nações
868210	870530	e tomar posse da terra deles.
872010	875010	Era preciso mostrar também a superioridade,
875010	877510	de Deus, aos deuses do Egito
877510	879930	e aos deuses dos cananeus,
880090	881790	os povos que habitavam naquela terra.
882010	885770	Lá no Egito, os israelitas tinham adorado o Deus Sol.
886350	888630	Mas agora eles vão aprender que
888630	890370	Deus criou o Sol.
892320	893700	Deus criou o Sol.
894560	898120	Deus é superior a todos os deuses do Egito
898120	901840	e superior aos deuses que eles vão encontrar ali em Canaã,
902100	903960	que são adorados por aqueles povos.
905160	906160	Por que nós?
906700	908080	Eles poderiam perguntar.
908100	909780	Por que diante de tantas nações,
909840	912720	o poderoso Egito, a grande Mesopotâmia,
912780	915400	por que somente a nós Deus escolheu?
915440	917600	E a resposta está no livro de Gênesis.
917740	919500	Porque Ele amou Abraão.
919540	922120	Ele chamou Abraão, escolheu Abraão
922120	923560	diante de todos e disse
923560	926500	eu faço uma aliança contigo e com a tua descendência.
927020	929260	Entendem por que Gênesis é importante.
930120	932600	Ele dá a base de tudo o mais.
932600	933580	Ele explica tudo.
933680	935760	E o povo precisava saber isso
935760	938820	antes de entrar na terra prometida.
939160	941820	Precisava saber que Deus tinha feito uma aliança
941820	944440	com Abraão e com seus descendentes.
944460	947360	Que Deus tinha prometido dar aquela terra.
947520	949480	Há quatrocentos anos atrás
949480	951940	Deus tinha prometido que aquela terra seria deles.
952860	955660	Deus fez uma aliança que tinha condições
955660	957560	que precisavam ser obedecidas
957560	958980	e tinha também promessas.
958980	960160	E a mais importante era
960160	962060	de que deles viria aquele
962060	963880	que seria o salvador do mundo.
964020	966400	Em tua descendência serão benditas
966400	967800	todas as nações da terra.
967980	970340	Por isso que Moisés escreveu Gênesis.
970860	972000	Por isso que ele escreveu
972000	973780	antes de entrarem na terra prometida.
973900	975400	Por isso que Gênesis está na Bíblia.
975660	976740	Por isso que o nome é
976740	978080	como tudo começou.
978480	979680	O início de tudo.
979880	981160	Por isso que sem Gênesis
981160	982740	o resto da Bíblia não faz sentido.
983740	984700	Não faz sentido.
985900	986800	A gente pergunta
986800	989940	como é que Moisés soube de tudo isso?
990040	991320	Quais foram as fontes
991320	992580	que Moisés usou para escrever?
992700	994320	Ele certamente não estava lá no início.
994680	995940	Então como é que ele sabe
995940	997200	que foram sete dias?
997440	999160	Como é que ele sabe a sequência?
999500	1001280	Ele não estava lá no jardim
1001280	1002460	quando o homem caiu.
1002780	1004540	Quais são as fontes de informação
1005240	1007480	para Moisés ter escrito esse livro?
1007620	1008760	Com certeza em primeiro lugar
1008760	1010380	revelações diretas de Deus.
1010580	1012900	O tempo todo no Pentateuco
1012900	1015200	Moisés aparece como sendo aquele
1015200	1016540	com quem Deus falava
1016540	1017940	como quem fala com seu amigo.
1018900	1020380	Deus aparecia a Moisés
1020380	1022140	e eles conversavam cara a cara.
1022220	1023300	Cara a cara.
1023800	1025540	Então quanta coisa Moisés
1025540	1027600	não recebeu diretamente de Deus.
1027780	1030400	Além disso haviam as tradições orais
1030400	1033060	que remontavam lá o próprio Éden.
1033560	1035380	Adão passou para os seus filhos.
1035420	1036080	O que é que aconteceu?
1036540	1039000	Que passaram para os seus filhos
1039000	1040580	de geração em geração.
1040900	1042480	Deus preservando
1042480	1043900	até que chegasse em Moisés
1043900	1045220	a tradição oral
1045220	1046640	daquilo que tinha acontecido
1046640	1047440	lá no início.
1047700	1049760	Testemunho ocular de quem esteve lá.
1049760	1053560	Adão e Eva até chegar a Moisés.
1054600	1056920	Já tinha algumas fontes escritas
1056920	1058460	inclusive que circulavam
1058460	1059980	com algumas dessas histórias.
1060080	1062300	Nós lemos no Pentateuco
1062300	1064120	menção ao livro dos justos.
1064900	1066140	Livro dos justos.
1066280	1067400	Que livro é esse?
1067520	1068260	A gente não tem ideia
1068260	1069920	mas é uma fonte escrita
1069920	1071600	que talvez foi usada por Moisés
1071600	1073660	para compor o Pentateuco
1073660	1075700	e que remonta lá ao começo.
1076420	1079260	É verdade que havia relatos da criação
1079260	1080320	entre outros povos.
1080460	1081720	Nós sabemos disso.
1081900	1083480	Além do livro de Gênesis
1083480	1086080	você encontra relatos entre os sumérios.
1086120	1088360	Você encontra relatos babilônicos
1088360	1089340	e dos egípcios
1089340	1091000	a respeito de como tudo começou.
1092040	1094760	De como as coisas tiveram origem.
1094820	1096520	E Moisés era versado
1096860	1098260	em toda sabedoria
1098260	1099940	e toda ciência do Egito.
1100040	1101360	Nos diz lá o livro de Êxodo.
1101460	1103300	Ele foi criado na corte de Faraó.
1103440	1104200	Ele tinha acesso
1104200	1106580	a todas essas cosmogonias
1106580	1107540	é o nome que a gente dá.
1107620	1109080	A origem dos céus.
1109080	1110360	Ou teogonias.
1110400	1111600	A origem dos deuses.
1111820	1113700	Isso era comum naqueles povos.
1113780	1115460	Moisés tinha acesso a tudo isso.
1117020	1119200	E é interessante que essas histórias
1119200	1121000	elas falam sempre
1121000	1124200	de que no começo era um caos primitivo.
1124820	1127500	As águas e as trevas sempre existiram.
1127560	1129580	E os deuses brigavam entre si.
1129680	1131580	Tinha um deus que era o deus principal
1131580	1132900	que queria manter ordem.
1132960	1135320	Mas os subdeuses viviam brigando.
1135320	1136380	Era uma confusão.
1136920	1138940	Que diferença se fosse um dia
1139080	1139880	que você tiver a oportunidade
1139880	1141780	e leia o relato desses
1141780	1144020	das teogonias ou cosmogonias
1144020	1145320	dos pagãos descrevendo
1145320	1146180	como é que tudo começou
1146180	1148080	e compare com o relato de Gênesis.
1148260	1150500	Você vai ver que diferença marcante.
1151140	1152620	O que nós temos aqui
1152620	1154880	é o relato verdadeiro
1154880	1156900	que foi preservado por Deus
1156900	1157980	de como tudo começou.
1158880	1161140	Deus através da descendência de Sete.
1162240	1163860	Da descendência de Sete.
1163920	1165460	Uma vez que Abel morreu.
1165660	1167460	Da descendência de Sete
1167460	1169000	Deus veio preservando
1169080	1171280	preservando via Noé
1171280	1173700	e até chegar em Moisés
1173700	1174620	que relatou
1174620	1176660	e que serve de base
1176660	1178440	então para o livro de Gênesis
1178440	1179380	que nós temos aqui.
1179880	1182340	Então estas são algumas questões iniciais
1182340	1183500	a respeito do livro de Gênesis.
1183560	1184460	Elas são importantes
1184460	1186240	porque nos dão o quadro maior.
1186920	1189080	E vão nos ajudar a entender
1189080	1190740	algumas das coisas que nós encontramos
1190740	1192600	aqui nesses capítulos iniciais.
1193240	1195180	Depois vencidas essas questões
1195180	1196700	vamos então ver primeiro
1196700	1198640	o que Moisés ensina sobre Deus.
1199380	1201080	Nesses dois versículos.
1201220	1202980	No princípio Deus criou os céus
1202980	1203600	e a terra.
1204080	1206280	A terra era sem forma e vazia.
1206810	1208960	Havia trevas sobre a face do abismo
1208960	1211080	e o espírito de Deus se movia
1211080	1212660	sobre as águas.
1213040	1216620	O que é que nós aprendemos sobre Deus
1216620	1218080	a partir desse relato?
1218420	1220280	Primeiro que Deus sempre existiu.
1220760	1222380	Você nota que Moisés aqui
1222380	1223860	não explica a origem de Deus.
1224080	1225640	Ele apresenta Deus.
1225920	1227860	No princípio Deus.
1227860	1229800	Quem Deus é.
1229860	1230660	De onde ele veio.
1231680	1232400	Nenhuma palavra.
1232800	1234920	Deus é apresentado como sendo
1236180	1236860	autoexistente.
1236940	1238520	Como sendo eterno.
1238520	1239580	Não tem princípio.
1239580	1240260	Não tem fim.
1241220	1245160	Ele já existia antes do mundo ser criado.
1246100	1248140	Em contraste com os deuses
1248140	1249040	do antigo oriente
1249040	1251240	nessas teogonias que eu falei
1251640	1254160	que de alguma forma foram gerados
1254560	1256080	do caos da matéria
1256080	1257820	e que viviam em conflito entre si.
1258280	1259980	O Deus de Israel é simplesmente
1259980	1261660	apresentado como aquele Deus
1262740	1263300	autoexistente.
1263400	1265620	Para quem não se precisa da explicação.
1265940	1268020	Por isso que o nome dele mais adiante
1268020	1269400	quando ele se revela é esse.
1269820	1270100	Yahweh.
1270260	1272200	Eu sou o que sou.
1272840	1275020	Você não tem como me definir.
1275100	1276440	Eu sou o que sou.
1276600	1278200	No princípio Deus.
1279480	1282080	Ele é antes de todas as coisas.
1282240	1283720	Ele sempre existiu.
1283780	1285260	Ele não tem início.
1286080	1287120	Ele não tem começo.
1287120	1288320	Ele não foi gerado.
1288620	1290300	Nunca houve um momento
1291340	1293640	de tudo que existe
1293640	1295740	em que Deus não fosse.
1296420	1297940	Ele era, é
1297940	1299080	e sempre será
1299080	1300300	o que Ele é.
1300400	1302220	Eu sou o que sou.
1302900	1304960	Segundo, nós aprendemos que Deus
1304960	1306400	é um ser pessoal
1306400	1309700	e não uma mera força ativa.
1309740	1310860	Deus tem um plano.
1311100	1313060	Ele tem um propósito.
1313060	1314960	Ele teve um objetivo ao criar.
1316080	1317740	Ele não criou tudo o que existe
1317740	1319760	por mero capricho como a gente vê
1319760	1321380	nessas teogonias e
1322260	1323420	cosmogonias pagãs.
1323580	1325880	Ele tinha um alvo porque Moisés diz aqui
1325880	1327300	no princípio
1327980	1329220	Deus criou.
1329320	1331900	Se tem um princípio é porque tem
1331900	1333200	um fim.
1333760	1336040	É porque tem um propósito.
1336060	1337140	Tem um objetivo.
1337500	1339520	Senão não faz sentido falar em princípio.
1339780	1340960	No começo
1340960	1343460	Deus criou todas as coisas.
1343460	1345560	Mas Ele criou então com algum objetivo
1345560	1347020	porque se tem um começo
1347020	1348420	tem um fim.
1348720	1350940	Logo Deus não é uma força
1351660	1353040	impessoal. Uma força
1353040	1354900	ativa que está
1355540	1357500	operando no meio da criação.
1357800	1359360	O mundo não é regido
1359360	1361180	por um acaso, por sorte,
1361300	1362940	por azar, por destino.
1363480	1364840	Mas há um Deus
1365460	1367000	que sempre existiu
1367000	1369060	e que criou com um
1369640	1370180	propósito.
1371120	1372940	Terceira coisa que a gente aprende aqui.
1373460	1375640	Esse Deus é todo poderoso
1375640	1377520	e autor do mundo.
1377780	1379040	Tudo que existe
1379040	1381220	foi criado por Ele. Essa expressão
1381220	1383000	no princípio Deus criou
1383000	1385320	os céus e a terra é a maneira
1385320	1386540	hebraica de dizer
1386540	1387580	a realidade.
1388340	1390220	O mundo que você pode ver
1390220	1392080	e o mundo que você não pode ver.
1392280	1394700	Tudo que existe. Os céus lá em cima
1394700	1395760	a terra aqui embaixo.
1396080	1398020	O sol, a lua e as estrelas.
1398020	1400880	Você contempla a noite e as estrelas.
1400880	1402300	Foi Deus que fez tudo.
1403460	1404960	Criando a natureza, os animais,
1404960	1406160	a vida, o ser humano,
1406500	1409420	os detalhes
1409420	1411100	geográficos. Não existe
1411100	1412840	nada da realidade
1412840	1414740	que não tenha sido criado por Deus.
1414920	1416340	Aliás, essa palavra criar
1416340	1418420	no princípio Deus criou
1418420	1420440	é o verbo hebraico Bará.
1421440	1423140	Toda vez que Ele aparece
1423140	1424600	no Antigo Testamento
1424600	1427020	o sujeito é Deus. Nunca tem
1427020	1429280	e o homem criou. Bará.
1429400	1431240	Nunca. Sempre é
1431240	1432940	Deus quem cria
1433460	1434560	e esse tipo de ação
1434560	1437080	é atribuída a Deus somente.
1437220	1438440	Portanto nós dizemos
1439140	1440840	que Ele criou pela sua
1441460	1443300	palavra. Ele criou pelo seu
1443300	1444580	poder. Ele criou tudo.
1444820	1447660	Ex nihilo. É uma expressão latina
1447660	1449280	que é usada para dizer do nada.
1449840	1451300	Ele criou do nada.
1451440	1452520	Não havia nada antes.
1452960	1455420	Ele trouxe à existência tudo o que existe
1455420	1456300	pela sua palavra.
1456500	1459280	Que é diferente do relato da criação
1459280	1461400	que os egípcios tinham ensinado
1461400	1463160	aos israelitas. Eles aprendendo durante
1463460	1465700	400 anos que acreditavam na eternidade
1465700	1467620	da matéria. Que a matéria
1467620	1469320	existia. A água era
1469320	1471400	eterna. Que os deuses saíram
1471400	1473380	de lá. Nada. Deus criou
1473380	1475380	ex nihilo. Do nada.
1476060	1477300	Só pela sua
1477300	1478860	palavra Ele criou.
1480760	1481280	Portanto
1481280	1482800	tudo pertence a Deus.
1483720	1485380	E Ele pode dar a quem Ele
1485380	1487380	quer. Ele salva
1487380	1489580	quem Ele quer. Ele entrega a terra
1489580	1491360	a quem Ele quer. Ele
1491360	1493440	faz o que Ele quer com a sua
1493460	1495020	criação porque Ele é o Deus
1495020	1497340	todo poderoso. Aliás
1497340	1499340	o nome para Deus aqui, Elohim
1499340	1501500	é o nome que também é usado
1502280	1503500	em toda a Bíblia
1503500	1505360	hebraica. Às vezes para
1505360	1507120	Deus e às vezes para os deuses.
1507180	1509320	Inclusive na forma plural. Não está falando
1509320	1510320	da trindade ainda.
1510940	1513260	Mas significa aquele que é forte.
1513420	1514960	Aquele que é poderoso.
1515560	1517200	Esse é um dos nomes de Deus.
1517340	1519520	O nome pelo qual Ele vai se dar a conhecer
1519520	1521020	a Israel é Yahweh.
1521960	1523440	Que é o Deus
1523460	1525360	da aliança. Eu sou o que sou.
1525520	1526780	Mas aqui Ele é chamado de
1526780	1528940	o poderoso. Exatamente porque
1528940	1531280	do nada Ele criou
1531280	1533160	todas as coisas. Pela
1533160	1535020	sua palavra Ele trouxe a existência
1535020	1536920	tudo o que há.
1537480	1539260	Quarta coisa que nós aprendemos
1539260	1541060	aqui. Que Deus é distinto
1541060	1543380	da sua criação. Isso aqui é muito
1543380	1545720	importante gente. No princípio
1545720	1547180	Deus criou os
1547180	1549320	céus e a terra. Deus já
1549320	1551140	existia antes da sua
1551140	1552920	criação. Sem ela.
1553460	1554340	Na eternidade.
1554500	1557140	A criação ou tudo que
1557140	1559320	existe foi criado fora de
1559320	1560300	Deus por assim dizer.
1560540	1563020	Numa realidade, numa existência
1563020	1565420	distinta dele. Quando nós
1565420	1567260	dizemos. Veja como isso é importante.
1567520	1569180	Quando a gente diz assim. Deus está
1569180	1571260	nos céus. É uma maneira
1571260	1573100	figurada de dizer. Porque
1573100	1574980	antes que os céus existissem
1574980	1577260	Deus já existia. Então
1577260	1579180	Deus não está preso no céu.
1579300	1580700	Ele não mora no céu.
1582790	1584390	Porque Ele é quem
1584870	1586990	trouxe a existência. Os céus
1586990	1588790	a terra. Ele é distinto
