start	end	text
308020	313380	Também precisava dar uma base teológica e moral para a conquista da terra.
313560	323200	Os israelitas iam entrar numa terra que já estava ocupada, e eles iam derrotar aquelas nações, arrancá-los de lá e tomar posse daquela terra.
323300	324120	Com que direito?
325080	328940	O livro de Gênesis nos diz o direito que Deus deu.
329020	331580	Porque Deus é o Criador de tudo.
331600	334540	Portanto, Ele dá a terra a quem Ele quer.
334820	337400	E Ele deu a terra aos descendentes de Abraão.
337500	339120	Esse é o ponto da criação.
339420	348660	É um dos pontos que precisa ficar claro para a nação de Israel, quando eles estão às vésperas de cruzar o rio e entrar na terra prometida.
349040	353460	Também era preciso explicar a origem da aliança de Deus com Israel.
353680	354240	Por que Israel?
354540	356180	Por que não com o Egito?
356240	357480	Por que não com a Mesopotâmia?
357600	359740	Por que não com outras nações?
361600	365560	Tão conhecidas e poderosas daquela época, como a Síria, por exemplo?
365740	367660	Por que exatamente Israel?
368200	371540	Isso é o que Moisés trata no livro de Gênesis.
371540	375700	Ele mostra a origem de todas estas coisas e a base de todas estas coisas.
376260	380040	Nos dois versos iniciais que nós vimos no domingo anterior,
380900	385160	Moisés descreve a criação do mundo pela palavra de Deus
385160	390820	e nos revela alguma coisa sobre Deus e sobre o mundo que nós mencionamos.
390820	395120	Ou seja, que o Deus de Israel está acima da sua criação,
395280	399860	que Ele sempre existiu, Ele não é criado, Ele é eterno,
399860	403140	que Ele é um ser pessoal, Ele tem um propósito,
403220	407580	que Ele é todo poderoso, decreta tudo somente pela sua palavra,
407840	412920	que Ele é eterno, autoexistente, Ele não depende de nada para existir,
412980	417560	que o mundo foi criado por Ele, do nada, somente por sua palavra,
417780	420800	e que Ele começou criando a matéria bruta,
420820	425760	que veio numa mistura de terra e de água, onde havia trevas,
425900	429220	mas que Ele já se preparava para organizar.
429240	434440	O Espírito de Deus pairava sobre aquela massa, sem forma e vazia.
434600	438800	E agora, o que vem na sequência, no texto que nós lemos,
438900	443960	é o relato que Moisés faz de como em seis dias Deus formatou aquela massa,
444160	449880	a tornou habitável e preencheu com vida, inclusive com a vida humana.
450450	454000	Essa é a sequência do que nós vamos ver.
454300	458700	Antes de entrar no texto, deixe-me fazer algumas observações preliminares.
459020	462740	Existem muitas questões sobre os dias da criação
462740	466080	que não podem ter resposta decisiva do texto,
466260	470980	por mais que nós quiséssemos, como, por exemplo, a idade da Terra,
471200	473400	ou se são dias de 24 horas ou não.
474380	479640	Nós vamos encontrar teólogos comprometidos com todas as opções,
479640	481700	de interpretação que nós encontramos aqui.
481740	485440	Gente boa, mas que divergem sobre algumas questões
485440	489280	que não consideram essencial para o relato de Gênesis.
490280	492700	Pessoalmente, eu creio que o que nós temos aqui
492700	496460	são dias de trabalho humano, dias de 24 horas.
496980	501380	Muito embora eu reconheça que existem dificuldades com essa interpretação.
501440	504400	Mas se nós vamos tomar o texto no seu próprio valor,
504660	509460	ele se apresenta como história e ele quer ser entendido,
509640	512380	de maneira simples e direta, como eu vou falar aqui.
514220	518240	A minha abordagem aos dias da criação,
518280	521120	ela decorre de alguns pressupostos meus,
521280	522700	que eu queria deixar claro aqui.
522860	526600	Primeiro, eu creio que Gênesis foi escrito por Moisés
526600	530660	para ser lido como história, não como mito, não como lenda,
530700	533280	não como uma fábula, não como uma parábola,
533320	535740	não como uma analogia e não como uma ilustração.
536520	538320	Moisés está escrevendo...
539640	542700	É uma prosa mesmo, está relatando fatos.
542740	548340	Esse é o gênero literário do relato dos dias da criação.
548480	554460	E isso em contraste absurdo aos outros relatos de criação
554460	556900	que já havia naquela época ou até antes,
557140	564140	onde seres monstruosos saem do caos, da água e lutam entre si,
564220	567400	surgem os deuses e aí eles procuram dominar o mundo.
567660	569620	Havia já vários relatos,
569620	574140	relatos da criação que tinham origem nesses povos pagãos,
574260	576220	que certamente Moisés conhecia.
576240	578380	Lembra que Moisés foi educado no Egito.
579340	584120	No livro de Atos é dito que ele foi educado em toda a ciência e sabedoria do Egito.
584260	585800	Ele sabia esses relatos.
585820	589900	O relato de Gênesis em contraste com esses relatos que vocês podem ler,
589980	593500	está disponível aí na internet para quem quiser ver, é absurdo.
593940	598460	O livro de Gênesis é simples, ele é claro, ele é direto, ele conta como história.
598460	602700	Esses relatos são lendários, míticos, é óbvio a diferença.
603040	604220	É só você ler e você perceber.
605040	610060	Então, a minha abordagem é que o que nós estamos lendo aqui é história.
610260	613720	É algo que aconteceu como está sendo dito.
614600	620080	Segundo, Moisés escreveu da perspectiva do observador.
620100	625180	Ele não se propõe, nem podia dar uma explicação científica
625180	627060	de como essas coisas aconteceram.
627060	633080	Ele está descrevendo o que pareceria a alguém que estivesse plantado ali na terra,
633220	638560	olhando os céus como uma grande tela e as coisas acontecendo diante dos seus olhos.
638760	642300	Então, ele fala como um narrador, alguém que está observando.
642520	646620	Todo o texto é da perspectiva do narrador.
648040	652980	Terceira coisa, é que a audiência primária de Moisés eram os israelitas,
652980	656240	à beira do rio Jordão, nas vésperas,
656240	659880	na véspera de atravessar para a conquista.
659960	661640	Então, nós temos que manter isso em mente.
661780	664160	Quem Moisés tinha em mente quando ele escreveu isso?
664220	665840	Quem era a sua audiência pretendida?
665940	669940	Eram o seu povo, os israelitas, depois de 400 anos lá no Egito,
670020	672560	povo que precisava entrar na terra, precisava de respostas,
672560	674380	precisava de base para o que ia acontecer.
674720	677720	Isso é importante quando a gente for interpretar o texto em vários pontos.
680560	683100	Outro pressuposto que a gente tem que ter quando vai ler,
683160	685220	é que Moisés queria ser entendido.
685220	687040	Moisés queria ser entendido.
687120	691720	Ou seja, o texto quer dizer aquilo que Moisés está dizendo.
692420	695180	Nós não vamos procurar aqui chifre em cabeça de cavalo,
695200	700320	procurar um significado oculto por detrás das letras
700320	701600	ou das palavras de Moisés.
701820	706080	Qual era o interesse de Moisés em fazer um relato velado,
707460	711040	dizendo coisas que na verdade não significavam o que elas são,
711120	712680	mas apontando para outras realidades?
713000	714660	Ele queria ser entendido.
715220	717480	Então isso significa que a nossa interpretação
717480	720120	vai sempre optar pela leitura mais simples.
720780	722280	O que o texto está dizendo?
722460	723800	Qual é a leitura natural do texto?
724140	726040	Então é assim que ele deve ser lido.
726820	730440	Agora, é evidente que Moisés fez um relato muito bem elaborado.
730500	733520	Eu vou citar apenas dois pontos para vocês perceberem
733520	735700	como esse relato é bem elaborado.
735780	739520	O primeiro é que existe um paralelo nos dias da criação.
739940	743540	Nos dias, como se fossem duas colunas, cada coluna tendo seis dias.
743540	747000	Na primeira coluna, vocês têm os dias 1, 2 e 3,
747140	751940	onde Moisés relata como Deus preparou o ambiente,
753200	756380	Ele faz separações, Ele cria o que é básico.
757080	761280	E aí, na segunda coluna, você tem os dias 4, 5 e 6,
761360	765700	onde Deus enche a terra, que Ele formatou nos três primeiros dias,
765920	769060	com vida análoga.
769140	770400	Então, por exemplo, no dia 1,
770940	775420	Ele vai criar a luz e vai separar das trevas.
775440	778260	E no dia 4, que é o correspondente da outra coluna,
778340	780260	Ele vai criar o sol, a luz e as estrelas.
781260	783020	E assim sucessivamente.
783300	786780	Então, existe um paralelismo óbvio no relato.
787040	792740	Mostra, então, que Moisés está fazendo um relato cuidadoso, elaborado.
792780	794500	Ele não está só dizendo as coisas da sua cabeça.
794860	798420	Outra coisa que a gente percebe que aqui é um relato muito bem pensado
798420	800300	é que os seis dias da criação,
800400	801900	eles seguem o mesmo padrão.
802500	804300	Deus comanda alguma coisa.
804620	805900	Aquela coisa acontece.
806560	808540	Deus dá nome àquela coisa.
808680	811800	Em seguida, declara que o que foi feito é muito bom.
812060	815000	E termina dizendo que houve o fim daquele dia,
815120	816340	tarde, manhã, dia tal.
816680	818060	São cinco coisas.
818320	820720	É o mesmo padrão em todos os seis dias.
821440	825000	Então, embora Moisés esteja narrando de maneira simples,
825280	829140	como observador, ele faz isso de maneira cuidadosa.
829140	834360	Então, isso tudo a gente vai levar em consideração
834360	838140	à medida que a gente faz a leitura e interpretação dessa passagem.
839000	840520	Vejamos, então, o primeiro dia.
840580	842120	Nós vamos ficar só nos três primeiros dias,
842200	844980	porque nós vamos saboreando devagar.
846080	847760	São só onze capítulos.
847880	849580	Então, a gente vai devagar aqui para render.
851500	854340	Então, primeiro dia, versos de 3 a 5.
854540	857940	Deus cria a luz e a separa da terra.
857940	859580	Ele começa o padrão.
859700	861980	Deus comanda a existência da luz.
862060	862620	Verso 3.
863020	867240	Então, Deus disse, haja luz.
868020	870920	Então, esse então aqui, significa,
871580	876540	depois de ele ter criado a massa,
876740	879080	que era sem forma e vazia,
879100	881900	e que o Espírito de Deus se movia sobre as águas,
882000	884340	então, o então indica a sequência.
884700	887920	Depois de Deus ter feito a massa primordial,
889200	889680	caótica,
889820	891660	ele agora começa a ordená-la.
891720	894480	E a primeira coisa é a criação da luz.
895460	897680	Nós não sabemos se decorreu algum tempo
897680	900000	entre os versos 1 e 2 e o verso 3.
900700	904760	Os versos 1 e 2, eles falam da criação da massa,
904900	906880	da matéria-prima, por assim dizer.
907260	909960	E aí, no verso 3, Deus começa a ordenar,
909980	911140	organizar aquela massa.
911520	913540	Então, alguns teólogos, para explicar
914040	916700	aquilo que a ciência insiste em dizer,
916700	918480	que a Terra é muito antiga,
918540	920420	eles dizem que pode haver aqui um gap.
920680	923740	Pode ter decorrido milhões de anos
923740	926280	entre os versos 1 e 2 e o verso 3.
927200	929260	A gente pode afirmar isso com certeza?
929780	930600	Absolutamente não.
931420	933400	É impossível que isso tenha acontecido?
933440	934640	Também não é impossível.
934740	936480	Como eu disse, tem questões aqui
936480	938680	que não adianta os crentes trazerem
938680	939580	para procurar resposta,
939840	941480	porque não é esse o alvo de Moisés.
942040	944800	O alvo de Moisés é mostrar como tudo começou.
944980	946680	Apontar para Deus como a origem de Deus,
946700	947460	a formação de todas as coisas.
947540	948880	Que Ele fez tudo do nada,
949020	950540	pela palavra do seu poder.
950780	953260	O tempo decorrido entre esse ponto
953260	954120	e esse outro aqui,
955200	956920	aparentemente não interessa para Moisés.
957820	960460	É uma resposta que a gente não vai ter.
960520	961820	Vou voltar para isso mais adiante.
962720	965540	Mas se tiver um lapso de tempo,
965660	967740	então é provavelmente nesse espaço aqui.
968040	970520	O alvo de Moisés, ou ponto de Moisés,
970560	972360	é que Deus, com Sua palavra,
972560	975220	Ele ordena à luz a existência.
975220	977060	Diz-se Deus, haja luz,
977300	980620	e a luz começa a existir.
980780	982900	Paulo cita essa passagem
982900	984860	na segunda carta aos Coríntios,
984880	986320	capítulo 4, verso 6,
986420	988900	como uma analogia do novo nascimento
989800	991340	ou da regeneração.
991340	993500	Segundo aos Coríntios, capítulo 4, verso 6,
993580	994380	Paulo disse assim,
994500	996180	Deus que disse,
996320	998940	das trevas resplandeça a luz.
999160	1000700	Ele está se referindo a esse versículo.
1001220	1004100	Ele mesmo resplandeceu em nosso coração
1004100	1007020	para iluminação do conhecimento da glória de Deus
1007020	1008320	na face de Jesus Cristo.
1008500	1009900	É interessante você ver
1009900	1011700	que os autores do Novo Testamento,
1011860	1012940	esse autor, Paulo,
1013180	1015160	ele vê o relato aqui,
1015220	1017020	que nós acabamos de ler, como histórico.
1017360	1019300	O mesmo Deus que disse,
1019440	1021100	das trevas haja luz,
1021260	1024160	é o mesmo Deus que faz a luz do Evangelho
1024160	1026360	brilhar no coração incrédulo,
1026440	1028760	no coração cheio de trevas e de ignorância.
1028980	1031320	Aqui a gente é tentado a fazer essa comparação.
1031420	1032740	O mesmo poder
1032740	1035580	que das trevas trouxe a luz
1035580	1038040	é o mesmo poder necessário
1038040	1039580	para iluminar o coração
1039580	1042500	obscurecido do pecador com a luz do Evangelho.
1042560	1044640	Ou seja, é um milagre tão grande
1044640	1047060	quanto o Fiat Lux, faça-se luz.
1047280	1047980	Tão grande.
1048280	1050300	E a gente aqui fica impressionado com
1050300	1052020	outros milagres.
1052100	1054040	A gente quer ficar impressionado com outros milagres,
1054080	1057000	mas a conversão de um pecador,
1057060	1060160	a iluminação do coração em trevas de um pecador
1060160	1062720	é paralelo ou equivalente
1062720	1066240	ao primeiro grande ato criador de Deus
1066240	1067320	já no tempo,
1067480	1069640	que seria a feitura da luz,
1069700	1070960	apenas pela sua palavra.
1071540	1073180	Paulo cita essa passagem.
1073740	1075860	A luz então, diz aí o verso 3,
1076500	1078000	ela começa a existir.
1078020	1080120	Diz-se Deus haja luz e houve luz,
1080360	1083580	porque a palavra de Deus é irresistível.
1083580	1086160	Ele comanda e as coisas acontecem.
1086180	1087700	Nada pode resistir.
1087700	1089280	Haja luz, houve luz.
1089900	1091660	Simples, como Moisés está contando.
1092220	1094220	Nada pode resistir à sua vontade.
1094440	1097520	E a origem dessa luz é o próprio Deus.
1097740	1098720	É o próprio Deus.
1098760	1100920	Porque o sol, a lua e as estrelas
1100920	1102240	só vão aparecer no dia 4.
1102760	1105540	Deus é a origem primeira de todas as coisas.
1105840	1108160	É dele que procedem todas as coisas.
1108380	1111140	A luz vem dele, emana dele,
1111320	1113680	surge do nada pelo poder da sua palavra.
1114000	1116200	E Deus então declara no verso seguinte
1116200	1117440	que a luz é boa.
1117640	1120620	Viu Deus que a luz era boa.
1120620	1123360	É claro, isso é uma maneira de falar de Moisés.
1123560	1124740	Ele está descrevendo.
1124900	1127060	E está, como eu disse, usando uma linguagem
1127060	1130960	que seja adaptada à situação humana.
1131000	1131780	Deus não tem olhos.
1132040	1132800	Deus viu.
1133540	1136220	Então é uma maneira de falar que se refere a Deus
1136220	1138540	como se ele fosse como nós.
1138800	1140780	Para que nós possamos entender o que aconteceu.
1141160	1143240	Deus viu a luz e Deus disse
1143240	1144760	é muito boa.
1145240	1146560	É boa a luz.
1146740	1148280	Boa porque foi ele que fez.
1148400	1149740	Tudo que Deus faz é bom.
1149740	1153180	É boa porque reflete a natureza de Deus.
1153240	1155620	Você já vê que o criador, ele é bom.
1156460	1157120	Por quê?
1157180	1158720	Porque o que ele faz é bom.
1159100	1160840	Se fosse um demiurgo,
1161000	1162880	um Deus mau, um Deus perverso,
1163500	1165060	ele não faria coisas boas.
1165220	1167020	Mas o fato de que Deus,
1167180	1169240	depois de começar a criação,
1169320	1171180	ele dizer que o que ele faz é bom,
1171280	1172900	já mostra a natureza dele.
1173120	1174420	Ele é um Deus bom.
1174660	1176120	Tudo que ele faz é bom.
1176920	1177660	É bom.
1177780	1179620	E nós podemos nos regozijar.
1179620	1180000	E nós podemos nos regozijar nisso.
1180080	1182060	Aquilo que era sem forma,
1182800	1184700	aquilo que estava vazio,
1184740	1187200	aquilo que estava coberto em escuridão,
1187240	1188700	agora é iluminado
1188700	1191100	pelo poder da palavra de Deus
1191100	1193100	que traz a luz à existência.
1193280	1194080	E em seguida,
1194100	1195420	esse é um ponto muito importante,
1195660	1198080	Deus separa a luz das trevas.
1198080	1199360	Está no final do verso 4.
1200100	1204020	Ele faz separação entre a luz e as trevas.
1204140	1206180	Trevas na Bíblia, na literatura
1206180	1207740	do Antigo Testamento e do Novo,
1207740	1209480	geralmente representa o terror,
1209860	1212640	a dor, a morte, o mal.
1213020	1215020	Deus, então, separa aquela luz
1215020	1216840	que ele criou, que era muito boa,
1216960	1218060	do mal.
1218200	1219900	Ele faz aquela separação.
1219980	1221300	E Deus nomeia.
1221600	1222940	Isso aqui vai ser importante.
1223280	1224520	E eu vou dizer daqui a pouco o porquê.
1224580	1225580	E Deus dá nome.
1225820	1226740	Ele chama,
1227640	1231140	diz aqui no final do verso 5,
1231260	1233520	Deus chamou a luz,
1233600	1234480	dia.
1235840	1236880	Como criador,
1236880	1238900	ele tem o direito de nomear.
1239100	1240240	Ele nomeia.
1240280	1241260	Isso aqui é dia.
1241580	1244620	E as trevas ele chama de noite.
1245480	1247100	Ele, porque é o Criador,
1247240	1248480	porque é o Senhor de tudo,
1248700	1250900	ele tem autoridade para nomear.
1250980	1252220	Ou seja, dá sentido.
1253840	1254840	Dá sentido.
1254980	1256220	É isso que você é.
1256840	1258020	É isso que você é.
1259340	1260700	Manhã e noite.
1260880	1263240	E assim termina o primeiro dia.
1263380	1265200	Como ele diz aqui no final do verso 5,
1265200	1268920	houve tarde e manhã o primeiro dia.
1269600	1272220	E é claro que esse primeiro dia,
1272320	1274660	ele é marcado não pelo sol,
1274760	1276100	pela lua e pelas estrelas,
1276120	1277280	que só aparece no dia 4,
1277460	1279920	mas pela alternância entre a luz
1279920	1281840	que emana de Deus e as trevas.
1282140	1284920	Isso vai acontecer durante os três primeiros dias.
1285980	1287980	A noite se passa,
1288080	1289160	nasce o dia.
1290500	1294840	Isso inclusive é a base da forma hebraica de ver o dia.
1294840	1297820	Os hebreus, eles marcavam o dia diferente de nós.
1298020	1299800	A gente geralmente considera o começo do dia
1299800	1301580	quando o sol nasce, não é?
1301600	1302820	Mas para os hebreus,
1302820	1306040	o dia começa quando o sol declina,
1306080	1306980	seis da tarde.
1307160	1308660	É o começo de um novo dia.
1309200	1310760	Começa com as trevas
1310760	1312780	e depois é que vem a luz.
1313020	1315280	Seguindo exatamente o padrão da criação.
1315380	1316440	Primeiro tinha trevas
1316440	1318460	e depois Deus criou a luz.
1318660	1320400	Por isso que ele fala aqui, houve tarde
1320400	1322980	e manhã o primeiro dia.
1323160	1324080	O segundo dia,
1324080	1325660	está no verso 6 a 8,
1325840	1329460	Deus cria o que é chamado aqui de firmamento
1329850	1332020	e formata as águas.
1332020	1334020	Faz uma separação entre as águas.
1334600	1337120	Deus então cria o firmamento, verso 6.
1337700	1339060	E Deus disse,
1339200	1341900	haja um firmamento no meio das águas
1341900	1344800	e separação entre águas e águas.
1345100	1349060	Então nós já vimos que as águas
1349060	1351840	juntamente com a matéria, trevas,
1351840	1354020	estava tudo misturado nos versos 1 e 2.
1354360	1356320	Deus agora começa a organizar.
1356360	1358020	Primeiro ele separa luz e trevas.
1358100	1359440	Cria luz e separa das trevas.
1359540	1361860	Agora ele faz separação entre as águas
1361860	1364720	criando o que é chamado aqui de um firmamento.
1365200	1367860	Ele comanda que as águas,
1368860	1371000	ele comanda, perdão,
1371000	1374620	que apareça isso que é chamado de firmamento,
1374620	1375660	pela sua palavra.
1375840	1376920	A palavra firmamento,
1376920	1378480	ou o conceito de firmamento aqui,
1378600	1381280	é alguma coisa dura, extensa,
1381280	1383160	como se fosse uma abóbada,
1384500	1385740	uma cúpula.
1385960	1388000	E é o que pareceria a Moisés
1388000	1389700	se Moisés estivesse ali em pé
1389700	1391120	vendo as coisas acontecerem.
1391160	1393920	De repente, aquela confusão de águas
1393920	1396220	e Deus faz surgir uma coisa
1396220	1398500	que separa as águas de cima
1398500	1399640	das águas de baixo,
1399840	1402260	como se fosse uma placa,
1402880	1405180	alguma coisa dura, sólida.
1406000	1408400	Deus ordenou e assim aconteceu
1408400	1410060	como diz o verso 6.
1410060	1411300	E assim se fez.
1411880	1414700	No verso 7, nós lemos que Deus então
1415500	1417540	separa as águas com esse firmamento.
1417860	1419780	Ou seja, isso que Deus cria,
1419800	1420920	que é chamado de firmamento,
1420920	1423140	é uma divisão entre as águas
1423140	1425340	para separar as águas em duas partes.
1425560	1426540	As águas de cima,
1426680	1429240	que a gente sabe significa as nuvens,
1429460	1431580	as nuvens são carregadas de águas,
1431580	1433620	e as águas de baixo,
1433720	1436120	que são as fontes subterrâneas.
1436580	1438540	Trata-se então esse firmamento
1438540	1439300	da nossa atmosfera.
1439300	1441460	Era isso que Moisés estava vendo,
1441540	1443160	é a criação da atmosfera,
1443320	1446140	onde ficaria acima as nuvens
1446140	1448380	e embaixo, da própria terra,
1448560	1451440	os mares, os rios e as correntes subterrâneas.
1451480	1454340	E Deus então nomeia essa divisão,
1454360	1455500	diz aí o verso 8,
1455620	1459060	Deus chamou a isso de firmamento de céu.
1460300	1462640	Está aí no verso 8,
1462860	1465040	Deus chamou ao firmamento céus
1465040	1467580	e houve tarde e manhã
1468560	1470160	do segundo dia,
1470260	1472180	exatamente como aconteceu no primeiro,
1472380	1474740	o segundo dia termina com tarde e manhã.
1474840	1476320	Então nesse segundo dia
1476320	1479620	Deus faz essa separação das águas,
1479680	1482700	a criação do firmamento da nossa atmosfera
1482700	1484600	com as nuvens por cima
1484600	1487280	e as outras águas por debaixo.
1487400	1488560	Agora vem o terceiro dia.
1488740	1490120	No terceiro dia,
1490220	1492080	Deus faz a terra seca aparecer
1492080	1495380	e a enche de vegetação,
1495380	1497500	do verso 9 até o verso 13.
1497580	1498420	No verso 9,
1498540	1499980	Deus dá o comando,
1500000	1500720	lembra do padrão?
1500720	1501420	O padrão é esse,
1501480	1502700	Deus começa comandando.
1503000	1504060	O comando é,
1504100	1506820	ajuntem-se as águas debaixo dos céus
1506820	1507620	num só lugar
1507620	1509480	e apareça a porção seca.
1509600	1510700	Antes ele tinha,
1510920	1512200	as águas estavam todas misturadas,
1512340	1513420	ele separa as águas,
1513460	1514740	água de cima e água debaixo.
1514820	1517000	E agora ele fala para as águas debaixo,
1517080	1518980	vocês se juntem num lugar só
1518980	1520980	e apareça a porção seca.
1521140	1524480	E acontece exatamente como Deus comanda.
1524600	1526060	As águas então,
1526160	1527260	elas se juntam,
1527260	1529500	imaginando Moisés vendo isso ali acontecendo.
1529900	1531060	Está descrevendo o que ele está vendo.
1531540	1534280	As águas se ajuntando num só lugar
1534280	1535700	e quando elas fazem isso,
1535780	1538380	aparece a porção seca.
1539060	1540840	Elas se ajuntam num só lugar
1540840	1543400	e aparece a porção seca.
1543920	1546040	Tudo acontece como ele determinou,
1546060	1548100	o refrão é repetido aqui
1548100	1549020	e assim foi.
1549660	1551040	Interessante que o apóstolo Pedro
1551040	1552560	se refere a essa passagem.
1552800	1554520	Se você abrisse ao Novo Testamento,
1554520	1555660	lá na segunda de Pedro,
1555660	1557040	capítulo 3, verso 5,
1557220	1559000	o apóstolo Pedro diz assim,
1559240	1562580	os céus existem desde muito tempo
1563780	1566400	e a terra surgiu da água
1566400	1569160	e através da água,
1569220	1570500	pela palavra de Deus.
1571100	1572040	Mais uma vez,
1572080	1573840	um outro escritor do Novo Testamento
1573840	1577000	se referindo a esse relato como histórico.
1577480	1579960	Era assim que Jesus lia o Antigo Testamento,
1580040	1583000	era assim que os apóstolos liam o Antigo Testamento.
1583000	1583940	Esse relato,
1583940	1585620	ele sempre é referido na Bíblia
1585620	1587300	como sendo histórico,
1587300	1589000	ele relata alguma coisa que aconteceu
1589000	1591100	ainda que tenha muita coisa
1591100	1592500	para as quais a gente não tenha resposta.
1593540	1595600	Pedro se refere a esse fato
1595600	1597600	de que Deus, pela sua palavra,
1597620	1601180	fez a terra seca aparecer da água,
1601940	1603660	pela palavra do seu poder.
1603900	1606080	Em seguida, Deus nomeia
1606080	1608860	as duas partes que ele havia separado.
1608880	1611000	Está aí no verso 10, ele diz,
1611120	1613220	Deus chamou a porção seca de...
1613940	1614140	terra.
1614640	1616900	E ao ajuntamento de águas,
1616920	1618560	Deus chamou mares.
1618900	1619900	Mais uma vez,
1619900	1620840	Deus dando nome,
1621020	1621940	Deus identificando,
1622560	1624040	Deus dando propósito
1624040	1624940	e Deus dando significado.
1625560	1626620	Isso significa nomear.
1627000	1629020	Quem tem poder e autoridade,
1629200	1629980	nomeia.
1630020	1630720	E diz,
1630880	1631800	você é isso,
1631900	1633100	seu propósito é esse.
1633980	1636120	E isso vai ser um ponto muito importante
1636120	1637400	que nós vamos ver em seguida.
1638560	1641240	Deus nomeando toda a sua criação.
1641340	1642160	E mais uma vez,
1642360	1643920	Deus viu o que tinha,
1643940	1644480	tinha feito,
1644480	1645460	diz aí o verso 10,
1645720	1647460	e que era muito bom.
1647520	1648780	Ou pode ser traduzido,
1648780	1650600	que tinha ficado muito bom
1650600	1651860	como ele tinha feito.
1652220	1654480	Deus feliz com a sua obra.
1654620	1657140	Ele fez a obra, ele olha e diz,
1658120	1659940	isso está muito bom.
1660840	1663020	Deus satisfeito com a obra das suas mãos.
1663060	1664340	Então, Deus é um Deus
1664880	1666320	feliz com sua criação.
1666780	1668460	É um Deus que está alegre
1668460	1669660	com a obra das suas mãos.
1669940	1672320	No início, era assim que era.
1672320	1674960	Tudo debaixo do seu controle,
1675140	1676020	do seu domínio.
1676120	1677900	E Deus se regozijando
